trigger,Ko,Rej
5,0.0000079192988524087705616397160932341381053291515040,0.0027546221532296765885235911865386055602449794119200
10,0.0000227270984976731793579594909575715509942379869911,0.0027103233248121514015474959898952928513170327698100
15,0.00003993642452253089879645459408885069131786469831720,0.00266001174459523918612817378217393661715588898710000
20,0.0000583795478398557231785881852448769020308733367812,0.0026067961529111460057053626363089918889079070521000
25,0.0000776060059591430235397275877739704576530346942064,0.0025516029292693909883250957037520911837971283699000
30,0.0000973609087881618650693896433438033118246763364576,0.0024948608278482319733812071789482061328903856321000
35,0.000117451147640830775860350700740118738105632288958,0.002436909413923768791089877198583702029615480998300
40,0.000137709223715080748632422633443004099995257853300,0.002378092264100317633588661024656935991271833305000
45,0.000157984913690123035446301188002193424060467921636,0.002318763977051737969374686396484678403224530646000
50,0.000178144663296827302136091904415025469066725490052,0.002259276032968131171236521560246377433692795798400
55,0.000198072448710526613198855565465028783318216268576,0.002199961187192935290897168368468604688980607403000
60,0.000217670239291040721480014548445133476783284761120,0.002141121859390804754326461644292145834162642322000
65,0.000236857674469762053154073068980124361548429077048,0.002083023273789850339170448320746603091494916187000
70,0.00025557105086843620371678050150718185399742948032,0.00202589062289246214440533495610913543587640084100
75,0.00027376183964145278935720178909833335133428510040,0.00196990919433222068439166252335716919654432264800
80,0.00029139494953378285267969232180904182672862688578,0.00191522647261107065660989584367497242482817818000
85,0.00030844690671928272067132268226238281343379365284,0.00186195542060681004829605914192843779785175530100
90,0.00032490407229244107888837371560473698882757553582,0.00181017835098082473244896908423758573689178866900
95,0.00034076097462806643141245446788969788423628142790,0.00175995097592343571507780955794175145645599572600
100,0.00035601879996976282053185046896434370046568107810,0.00171130636488681813037774506297055357780328172600
105,0.00037068406023446646885785819881631026440075138720,0.00166425864551106359153840931008825904375982364200
110,0.00038476744054500953264322174361218754873912358480,0.00161880635840501610328638915564079991064562186500
115,0.00039828281860287213405318767915363201808127846858,0.00157493542819550852907523425786028434636125081000
120,0.00041124644203748904777221670482442788507371007394,0.00153262174718518938648049328241836037678967211100
125,0.00042367624696887278989918435381992469846115835406,0.00149183338895588944076849213490201287233545847000
130,0.00043559130016309065513854905929134535462171480570,0.00145253248116682109717236795773495268543270680100
135,0.00044701134758746110743399236847090083262071672710,0.00141467677253055326502692508741425945402498030900
140,0.00045795645334886756292931454426523842151377027218,0.00137822093063101766291250786673552682332071779300
145,0.00046844671455807971039345040755076275416388127666,0.00134311760639448185245680004465862375540701308900
150,0.00047850203936653535547278792745975341638948815232,0.00130931829868994432243619957415496186143430820900
155,0.00048814197711640919121512634054701897584811891100,0.00127677404943441124873881150796398308276623475700
