trigger,Ko,Rej
5,0.000005203103552746446454785383214769161,0.003919600236841413829479539762405631000
10,0.00001016866506657166894161362381195211,0.00224857035600574605359996895085170600
15,0.00001489723191451673966364608247074577,0.00168123446521846777174260772049238800
20,0.00001940536331515314476863690592659438,0.00139098776282406891113513952778305800
25,0.00002370812016636563457774775315031672,0.00121203423175365725282083697188418400
30,0.00002781922338114548264144433955201296,0.00108902145052354130091855845629086100
35,0.00003175119865895100956295173433909022,0.00099819223977294314070165298775085290
40,0.00003551550361179115909753715018757619,0.00092764769009175723531811274784679710
45,0.00003912263915741279882330607098904244,0.00087076309848978362399379323384426300
50,0.00004258224730103324348401346895468024,0.00082355286987564878652398339023887510
55,0.00004590319717999293516216389887093069,0.00078347218671192107962417765831363350
60,0.00004909366097404753895482219281891163,0.00074881758020164413552026985010693990
65,0.00005216118104379243288565586506967411,0.00071840401230334883191256967578329670
70,0.00005511272945612739740738649472815329,0.00069138025560318782993402360795930850
75,0.00005795476088461414600874905641557031,0.00066711805396714524039553348648668490
80,0.00006069325972901213607723522770147467,0.00064514279768251245544126327308251260
85,0.00006333378217768334338509175847987373,0.00062508862714073635505915785292167850
90,0.00006588149383485845528771780674341035,0.00060666847081197728746935547609919590
95,0.00006834120344890402226810529982197134,0.00058965351961869031684187781474982400
100,0.00007071739320491128161144300217290477,0.00057385883818698525051672787314235210
105,0.00007301424598307614683071885556735972,0.00055913306987623040651714218007828560
110,0.00007523566993161088418406520624122023,0.00054535093504406940269580233060760370
115,0.00007738532065785324084104845317834336,0.00053240767407552951263107116835864350
120,0.00007946662130263791544795852084262374,0.00052021486930407268423793959498055130
125,0.00008148278072978921508728059044179678,0.00050869726085453449234092949737392520
130,0.00008343681003403979795807263437308709,0.00049779028974841823192976341843274830
135,0.00008533153754598354229245711650376111,0.00048743818050723589512984177100346710
140,0.00008716962249132238654292757800309617,0.00047759242904229502483040612718980310
145,0.00008895356744312699050480100483957798,0.00046821059856537099071199816368805670
150,0.00009068572968975481285813081736687441,0.00045925535212747717975095729047019700
155,0.00009236833162698742092909877815200156,0.00045069366876277188850431975010652820
160,0.00009400347027074301338412204219755102,0.00044249620342489325152962454821404240
165,0.00009559312597597175426204179068868617,0.00043463676051619905983389282440781570
170,0.00009713917043796101962517355192430405,0.00042709185788363735176839366422483690
175,0.00009864337404401828884963460159005032,0.00041984036341331858800560867573274370
180,0.0001001074126362423841883831711591844,0.0004128631903029193533123279251060617
185,0.0001015328737397009987901944976983905,0.0004061430400807738906643300186155395
190,0.0001029212623046697177428630177752745,0.0003996641847244773169658814885414854
195,0.0001042740060065978746276795132952297,0.0003934122809906939691290620942720276
200,0.0001055924601430495490671435109491232,0.0003873742114326585402873815469008526
205,0.0001068779121629097212640505730808801,0.0003815379476485037182540179645710095
210,0.0001081315858596923974098396378797444,0.0003758924321428134155227003294095223
215,0.0001093546452576465427445472707578829,0.0003704274758484891349054397169482752
220,0.0001105481982166049543042031597934227,0.0003651336688855963402191887113095596
225,0.0001117132997790421155981032682664312,0.0003600023025583216153695626479967080
230,0.0001128509552805928305077062673376951,0.0003550253009332421179902186234612302
235,0.0001139621232433085440383230739431333,0.0003501951606192281554164050283827072
240,0.0001150477180691523770595318041713485,0.0003455048975950002619921556711538204
245,0.0001161086125496398674722730194144836,0.0003409480001149816011542710152092519
250,0.0001171456402061034197162154286533783,0.0003365183868758984991463549274995331
255,0.0001181595974737652358041007681595630,0.0003322103697518908485897210994764664
