trigger,Ko,Rej
5,0.000002594992596250500182030808142951198,0.008303249956516230285137171277789864000
10,0.000005162940171620437630937484743336210,0.004496538972726628121746698157204632000
15,0.000007684969205493416715676248276190273,0.003215588160798456139865915024157912000
20,0.00001016214174933460558180026727828291,0.00256982352810902493551060617523246900
25,0.00001259551636911330814408667052021052,0.00217880504878670040468667498868412900
30,0.00001498612394509601939964306297752529,0.00191539249028594520180960457152468700
35,0.00001733496526253473084808004100235905,0.00172501559196239373549265135777965900
40,0.00001964301129435508345511592419165306,0.00158036144782539041815680884307654700
45,0.00002191120404182265296661816746215245,0.00146624451106659483690865342673082400
50,0.00002414045750751858510124873468589652,0.00137354761870578656388452867823467400
55,0.00002633165868609135459985582543838105,0.00129646560143230628428050966594520900
60,0.00002848566853635062842566149549544856,0.00123112620437540512383752358248281000
65,0.00003060332292199231740410004184582518,0.00117484712832441474262373112651211600
70,0.00003268543351682453242760377604376429,0.00112571130583532818280478880947142400
75,0.00003473278867358561176220423147398451,0.00108231197875947292237234247591228400
80,0.00003674615425686652664123962550118846,0.00104359332480816809245631964597413700
85,0.00003872627444125747585533706544851779,0.00100874730726624070230121613006861100
90,0.00004067387247604184206303394124596464,0.00097714489267351820290719041633738160
95,0.00004258965141789411465560680073314322,0.00094828897975010031471523320059833610
100,0.00004447429483299665855183885266984654,0.00092178144358317263582615300055402060
105,0.00004632846747001062393440675065995956,0.00089729959173976213454617861284399630
110,0.00004815281590525425085016979507497684,0.00087457903867456559536962895637434380
115,0.00004994796916138243986308341812230127,0.00085340104571551541166529836041784920
120,0.00005171453930082876570342650645305110,0.00083358302460576416607747439636240120
125,0.00005345312199519063824594107842031959,0.00081497131909834992994468940034258710
130,0.00005516429707166739587650479189884921,0.00079743565148095644420344665147593150
135,0.00005684862903764347757731318116123931,0.00078086480252143812704415322113995990
140,0.00005850666758440968290128121354452108,0.00076516321657848878228183100650978500
145,0.00006013894807099029222445874036643990,0.00075024830863460094733554168013069720
150,0.00006174599198899130233953648120014374,0.00073604830952387401624753760700669510
155,0.00006332830740933006757176384557114158,0.00072250052786840646074987780448393250
160,0.00006488638941165989104424828184710487,0.00070954993760073599331379858122308020
165,0.00006642072049728574292786767491944021,0.00069714802203432544989850949160581690
170,0.00006793177098629001422043401802767084,0.00068525182168430469039405435867636870
175,0.00006941999939958613128214532544992833,0.00067382314510552859078147277728268570
180,0.00007088585282655023953405118659802407,0.00066282791106457776222317962228881710
185,0.00007232976727887900706496974357315946,0.00065223559721081331864096753797842950
190,0.00007375216803126411038861077866041339,0.00064201877563880668541202890449902900
195,0.00007515346994946034359872663164462199,0.00063215271975525149113628082925676180
200,0.00007653407780628802281332534668566939,0.00062261506998009119068305812517271850
205,0.00007789438658608876453511601733556776,0.00061338554824403669928196610536803140
210,0.00007923478177812178700108117584550214,0.00060444571315602747713147040119311810
215,0.00008055563965937636907259641683320656,0.00059577874922558869371850298402621690
220,0.00008185732756723566327887284961578756,0.00058736928472738256408308444177627390
225,0.00008314020416243032035914867369928282,0.00057920323375707347884479424997647170
230,0.00008440461968266436072810453386753619,0.00057126765880151072387456281148885800
235,0.00008565091618732457575114745591945450,0.00056355065077169437936139984903060920
240,0.00008687942779361752438512990877184279,0.00055604122395544546734103836182215880
245,0.00008809048090449544763735280119892551,0.00054872922376165221831301297452366270
250,0.00008928439442870385369382839364052993,0.00054160524546827381097383607605742830
255,0.00009046147999326553476167934008391985,0.00053466056246656920868521245298074670
260,0.00009162204214870289534223603193360785,0.00052788706272580129939022331874601230
265,0.00009276637856729814574545926113462381,0.00052127719239508476917367371635216270
270,0.00009389478023465621925932774330054102,0.00051482390561942334179588890598514660
275,0.00009500753163483555471803950019071357,0.00050852061978114036003500619048396460
280,0.00009610491092931255720564613889940783,0.00050236117549042369126556566489103470
285,0.00009718719013000104871910464972348241,0.00049633980074362959339258880230278340
290,0.00009825463526656865142114504981000921,0.00049045107874798768696378086350421300
295,0.00009930750654827237105575267345597667,0.00048468991897932439782672799578142490
300,0.0001003460585205086375726271661417650,0.0004790515310971008978464287272835187
305,0.0001013705402163049281042492818276313,0.0004735314013902643393316597979992461
310,0.0001023811953029126242366004716244673,0.0004681252714695007796812927785636730
315,0.0001033782622237151984428107077924595,0.0004628291189574989122268571844491951
320,0.0001043619743356089059395379570228389,0.0004576391399598783948252451814460341
325,0.0001053325600420339715245967758099788,0.0004525517331260655136374001747546510
330,0.0001062902429218111181790066298376560,0.0004475634851325733338837816298926288
335,0.0001072352418539463642334500463246302,0.0004426711574409599616940106307601572
340,0.0001081677711385428468841518262705185,0.0004378716742002408995069261360629140
345,0.0001090880406139701243341734184965603,0.0004331621111784547653151717289554717
350,0.0001099962557704206742830615383072664,0.0004285396856212994036756763563157101
355,0.0001108926178599876583678306127708865,0.0004240017469471994870352944759024430
360,0.0001117773240033873508973237123238389,0.0004195457681982090699845141419984310
365,0.0001126505672934479307383755113988431,0.0004151693381749539768166312266267938
370,0.0001135125368954757526121384232591692,0.0004108701541915542659138669820877575
375,0.0001143634181446137818107887962437126,0.0004066460153932800360096414437994389
380,0.0001152033926402979885211963531175746,0.0004024948165856727830035175284722345
385,0.0001160326383379072525333811981906128,0.0003984145425292050884989316695137485
390,0.0001168513296377132403665564534157758,0.0003944032626582059795473883100972114
395,0.0001176596374712155738057712339879893,0.0003904591261869498139413221429234030
400,0.0001184577293849602003977631352904540,0.0003865803575695055759692350505468988
405,0.0001192457696219197071977202765934769,0.0003827652522832235186620123364766516
410,0.0001200239192005249298660557910770607,0.0003790121729086312058984807949247953
