trigger,Ko,Rej,Performability
5,0.000002594992596250500182030808142951198,0.008303249956516230285137171277789864000,0.008305844949112480785319202085932815198
10,0.000005162940171620437630937484743336210,0.004496538972726628121746698157204632000,0.004501701912898248559377635641947968210
15,0.000007684969205493416715676248276190273,0.003215588160798456139865915024157912000,0.003223273130003949556581591272434102273
20,0.00001016214174933460558180026727828291,0.00256982352810902493551060617523246900,0.00257998566985835954109240644251075191
25,0.00001259551636911330814408667052021052,0.00217880504878670040468667498868412900,0.00219140056515581371283076165920433952
30,0.00001498612394509601939964306297752529,0.00191539249028594520180960457152468700,0.00193037861423104122120924763450221229
35,0.00001733496526253473084808004100235905,0.00172501559196239373549265135777965900,0.00174235055722492846634073139878201805
40,0.00001964301129435508345511592419165306,0.00158036144782539041815680884307654700,0.00160000445911974550161192476726820006
45,0.00002191120404182265296661816746215245,0.00146624451106659483690865342673082400,0.00148815571510841748987527159419297645
50,0.00002414045750751858510124873468589652,0.00137354761870578656388452867823467400,0.00139768807621330514898577741292057052
55,0.00002633165868609135459985582543838105,0.00129646560143230628428050966594520900,0.00132279726011839763888036549138359005
60,0.00002848566853635062842566149549544856,0.00123112620437540512383752358248281000,0.00125961187291175575226318507797825856
65,0.00003060332292199231740410004184582518,0.00117484712832441474262373112651211600,0.00120545045124640706002783116835794118
70,0.00003268543351682453242760377604376429,0.00112571130583532818280478880947142400,0.00115839673935215271523239258551518829
75,0.00003473278867358561176220423147398451,0.00108231197875947292237234247591228400,0.00111704476743305853413454670738626851
80,0.00003674615425686652664123962550118846,0.00104359332480816809245631964597413700,0.00108033947906503461909755927147532546
85,0.00003872627444125747585533706544851779,0.00100874730726624070230121613006861100,0.00104747358170749817815655319551712879
90,0.00004067387247604184206303394124596464,0.00097714489267351820290719041633738160,0.00101781876514956004497022435758334624
95,0.00004258965141789411465560680073314322,0.00094828897975010031471523320059833610,0.00099087863116799442937084000133147932
100,0.00004447429483299665855183885266984654,0.00092178144358317263582615300055402060,0.00096625573841616929437799185322386714
105,0.00004632846747001062393440675065995956,0.00089729959173976213454617861284399630,0.00094362805920977275848058536350395586
110,0.00004815281590525425085016979507497684,0.00087457903867456559536962895637434380,0.00092273185457981984621979875144932064
115,0.00004994796916138243986308341812230127,0.00085340104571551541166529836041784920,0.00090334901487689785152838177854015047
120,0.00005171453930082876570342650645305110,0.00083358302460576416607747439636240120,0.00088529756390659293178090090281545230
125,0.00005345312199519063824594107842031959,0.00081497131909834992994468940034258710,0.00086842444109354056819063047876290669
130,0.00005516429707166739587650479189884921,0.00079743565148095644420344665147593150,0.00085259994855262384007995144337478071
135,0.00005684862903764347757731318116123931,0.00078086480252143812704415322113995990,0.00083771343155908160462146640230119921
140,0.00005850666758440968290128121354452108,0.00076516321657848878228183100650978500,0.00082366988416289846518311222005430608
145,0.00006013894807099029222445874036643990,0.00075024830863460094733554168013069720,0.00081038725670559123956000042049713710
150,0.00006174599198899130233953648120014374,0.00073604830952387401624753760700669510,0.00079779430151286531858707408820683884
155,0.00006332830740933006757176384557114158,0.00072250052786840646074987780448393250,0.00078582883527773652832164165005507408
160,0.00006488638941165989104424828184710487,0.00070954993760073599331379858122308020,0.00077443632701239588435804686307018507
165,0.00006642072049728574292786767491944021,0.00069714802203432544989850949160581690,0.00076356874253161119282637716652525711
170,0.00006793177098629001422043401802767084,0.00068525182168430469039405435867636870,0.00075318359267059470461448837670403954
175,0.00006941999939958613128214532544992833,0.00067382314510552859078147277728268570,0.00074324314450511472206361810273261403
180,0.00007088585282655023953405118659802407,0.00066282791106457776222317962228881710,0.00073371376389112800175723080888684117
185,0.00007232976727887900706496974357315946,0.00065223559721081331864096753797842950,0.00072456536448969232570593728155158896
190,0.00007375216803126411038861077866041339,0.00064201877563880668541202890449902900,0.00071577094367007079580063968315944239
195,0.00007515346994946034359872663164462199,0.00063215271975525149113628082925676180,0.00070730618970471183473500746090138379
200,0.00007653407780628802281332534668566939,0.00062261506998009119068305812517271850,0.00069914914778637921349638347185838789
205,0.00007789438658608876453511601733556776,0.00061338554824403669928196610536803140,0.00069127993483012546381708212270359916
210,0.00007923478177812178700108117584550214,0.00060444571315602747713147040119311810,0.00068368049493414926413255157703862024
215,0.00008055563965937636907259641683320656,0.00059577874922558869371850298402621690,0.00067633438888496506279109940085942346
220,0.00008185732756723566327887284961578756,0.00058736928472738256408308444177627390,0.00066922661229461822736195729139206146
225,0.00008314020416243032035914867369928282,0.00057920323375707347884479424997647170,0.00066234343791950379920394292367575452
230,0.00008440461968266436072810453386753619,0.00057126765880151072387456281148885800,0.00065567227848417508460266734535639419
235,0.00008565091618732457575114745591945450,0.00056355065077169437936139984903060920,0.00064920156695901895511254730495006370
240,0.00008687942779361752438512990877184279,0.00055604122395544546734103836182215880,0.00064292065174906299172616827059400159
245,0.00008809048090449544763735280119892551,0.00054872922376165221831301297452366270,0.00063681970466614766595036577572258821
250,0.00008928439442870385369382839364052993,0.00054160524546827381097383607605742830,0.00063088963989697766466766446969795823
255,0.00009046147999326553476167934008391985,0.00053466056246656920868521245298074670,0.00062512204245983474344689179306466655
260,0.00009162204214870289534223603193360785,0.00052788706272580129939022331874601230,0.00061950910487450419473245935067962015
265,0.00009276637856729814574545926113462381,0.00052127719239508476917367371635216270,0.00061404357096238291491913297748678651
270,0.00009389478023465621925932774330054102,0.00051482390561942334179588890598514660,0.00060871868585407956105521664928568762
275,0.00009500753163483555471803950019071357,0.00050852061978114036003500619048396460,0.00060352815141597591475304569067467817
280,0.00009610491092931255720564613889940783,0.00050236117549042369126556566489103470,0.00059846608641973624847121180379044253
285,0.00009718719013000104871910464972348241,0.00049633980074362959339258880230278340,0.00059352699087363064211169345202626581
290,0.00009825463526656865142114504981000921,0.00049045107874798768696378086350421300,0.00058870571401455633838492591331422221
295,0.00009930750654827237105575267345597667,0.00048468991897932439782672799578142490,0.00058399742552759676888248066923740157
300,0.0001003460585205086375726271661417650,0.0004790515310971008978464287272835187,0.0005793975896176095354190558934252837
305,0.0001013705402163049281042492818276313,0.0004735314013902643393316597979992461,0.0005749019416065692674359090798268774
310,0.0001023811953029126242366004716244673,0.0004681252714695007796812927785636730,0.0005705064667724134039178932501881403
315,0.0001033782622237151984428107077924595,0.0004628291189574989122268571844491951,0.0005662073811812141106696678922416546
320,0.0001043619743356089059395379570228389,0.0004576391399598783948252451814460341,0.0005620011142954873007647831384688730
325,0.0001053325600420339715245967758099788,0.0004525517331260655136374001747546510,0.0005578842931680994851619969505646298
330,0.0001062902429218111181790066298376560,0.0004475634851325733338837816298926288,0.0005538537280543844520627882597302848
335,0.0001072352418539463642334500463246302,0.0004426711574409599616940106307601572,0.0005499063992949063259274606770847874
340,0.0001081677711385428468841518262705185,0.0004378716742002408995069261360629140,0.0005460394453387837463910779623334325
345,0.0001090880406139701243341734184965603,0.0004331621111784547653151717289554717,0.0005422501517924248896493451474520320
350,0.0001099962557704206742830615383072664,0.0004285396856212994036756763563157101,0.0005385359413917200779587378946229765
355,0.0001108926178599876583678306127708865,0.0004240017469471994870352944759024430,0.0005348943648071871454031250886733295
360,0.0001117773240033873508973237123238389,0.0004195457681982090699845141419984310,0.0005313230922015964208818378543222699
365,0.0001126505672934479307383755113988431,0.0004151693381749539768166312266267938,0.0005278199054684019075550067380256369
370,0.0001135125368954757526121384232591692,0.0004108701541915542659138669820877575,0.0005243826910870300185260054053469267
375,0.0001143634181446137818107887962437126,0.0004066460153932800360096414437994389,0.0005210094335378938178204302400431515
380,0.0001152033926402979885211963531175746,0.0004024948165856727830035175284722345,0.0005176982092259707715247138815898091
385,0.0001160326383379072525333811981906128,0.0003984145425292050884989316695137485,0.0005144471808671123410323128677043613
390,0.0001168513296377132403665564534157758,0.0003944032626582059795473883100972114,0.0005112545922959192199139447635129872
395,0.0001176596374712155738057712339879893,0.0003904591261869498139413221429234030,0.0005081187636581653877470933769113923
400,0.0001184577293849602003977631352904540,0.0003865803575695055759692350505468988,0.0005050380869544657763669981858373528
405,0.0001192457696219197071977202765934769,0.0003827652522832235186620123364766516,0.0005020110219051432258597326130701285
410,0.0001200239192005249298660557910770607,0.0003790121729086312058984807949247953,0.0004990360921091561357645365860018560
415,0.0001207923359914226700539324476870605,0.0003753195454811597183983657839260472,0.0004961118814725823884522982316131077
420,0.0001215511747920407162524442304227376,0.0003716858560924254059293687737476922,0.0004932370308844661221818130041704298
425,0.0001223005873990294629785924583287733,0.0003681096477208595148297838998154896,0.0004904102351198889778083763581442629
430,0.0001230407226786564385743175599340082,0.0003645895172733817423226671761521622,0.0004876302399520381808969847360861704
435,0.0001237717266352166335767324154949368,0.0003611241128214411275468947573107239,0.0004848958394566577611236271728056607
440,0.0001244937424775251297292215248407359,0.0003577121310162992394304248748947691,0.0004822058734938243691596463997355050
445,0.0001252069106835598199641903199849615,0.0003543523146697251427368587366837810,0.0004795592253532849627010490566687425
450,0.0001259113690633096291851676226949357,0.0003510434504875364702523127811843100,0.0004769548195508460994374804038792457
455,0.0001266072528198878145193305056414616,0.0003477843669444877564623908943838938,0.0004743916197643755709817214000253554
460,0.0001272946946089692079075742224317869,0.0003445739322900089225893985540291717,0.0004718686268989781304969727764609586
465,0.0001279738245966027496462956513834851,0.0003414110526751880456927680729099144,0.0004693848772717907953390637242933995
470,0.0001286447705154531388062352068076201,0.0003382946703921937825363515357483280,0.0004669394409076469213425867425559481
475,0.0001293076577195203962726417181752556,0.0003352237622180850731477194841947514,0.0004645314199376054694203612023700070
480,0.0001299626092373864999080905555923116,0.0003321973378555931157737227332830730,0.0004621599470929796156818132888753846
485,0.0001306097458240371512553984405751275,0.0003292144384640900820342909013860276,0.0004598241842881272332896893419611551
490,0.0001312491860113014084192442851635893,0.0003262741352744834504810991009757921,0.0004575233212857848589003433861393814
495,0.0001318810461569527718919344292798767,0.0003233755282822927982300275935674849,0.0004552565744392455701219620228473616
500,0.0001325054404925146702866902008240310,0.0003205177450136029906496998343302148,0.0004530231855061176609363900351542458
505,0.0001331224811698106195193125057006062,0.0003176999393590178711173065495488117,0.0004508224205288284906366190552494179
510,0.0001337322783062965469686737159951545,0.0003149212904711005863437674318065534,0.0004486535687773971333124411478017079
515,0.0001343349400292126177634659174971523,0.0003121810017211373549544225522116633,0.0004465159417503499727178884697088156
520,0.0001349305725185940519804373922806886,0.0003094782997113801146226471327745554,0.0004444088722299741666030845250552440
525,0.0001355192800491700423910564943639424,0.0003068124333392143470650445744544667,0.0004423317133883843894561010688184091
530,0.0001361011650311903041968831336963910,0.0003041826729099368362351539117434386,0.0004402838379411271404320370454398296
535,0.0001366763280502086309816995958349733,0.0003015883092951112428519131287983240,0.0004382646373453198738336127246332973
540,0.0001372448679058519575287003763045488,0.0002990286531336615188093598417207080,0.0004362735210395134763380602180252568
545,0.0001378068816496139331801007951162552,0.0002965030340730676915801982523834897,0.0004343099157226816247602990474997449
550,0.0001383624646216920183821794349034767,0.0002940108000482330222464993632166449,0.0004323732646699250406286787981201216
555,0.0001389117104869043364550111455959490,0.0002915513165957515254471936692290132,0.0004304630270826558619022048148249622
560,0.0001394547112697059329040969981833044,0.0002891239662014642149789835309947486,0.0004285786774711701478830805291780530
565,0.0001399915573883405472747967985699226,0.0002867281476793376451664679668375461,0.0004267197050676781924412647654074687
570,0.0001405223376881424909046159788156622,0.0002843632755798388296990042373646585,0.0004248856132679813206036202161803207
575,0.0001410471394740231123515565402366708,0.0002820287796261044682097909651761696,0.0004230759191001275805613475054128404
580,0.0001415660485421564430822805679341082,0.0002797241041763015732412398088471547,0.0004212901527184580163235203767812629
585,0.0001420791492108962320387670210639173,0.0002774487077107123702542520689973437,0.0004195278569216086022930190900612610
590,0.0001425865243509380123481877746740204,0.0002752020623421342949265461781564200,0.0004177885866930723072747339528304404
595,0.0001430882554147527938086178830974217,0.0002729836533483298092272656711729717,0.0004160719087630826030358835542703934
600,0.0001435844224653125955243271833510737,0.0002707929787252790467991173325458955,0.0004143774011905916423234445158969692
605,0.0001440751042041277956370393945220723,0.0002686295487601257434627284162855700,0.0004127046529642535390997678108076423
610,0.0001445603779986116192668700015009941,0.0002664928856227499491559299779467810,0.0004110532636213615684227999794477751
615,0.0001450403199087969634706570717434393,0.0002643825229749644779512268893652187,0.0004094228428837614414218839611086580
620,0.0001455150047134209598866313527706757,0.0002622980055964057665499067804854290,0.0004078130103098267264365381332561047
625,0.0001459845059353935430733751208832523,0.0002602388890262507981392434860630930,0.0004062233949616443412126186069463453
630,0.0001464488958666676040772695170517208,0.0002582047392199286886953584022586465,0.0004046536350865962927726279193103673
635,0.0001469082455925295748117720818339979,0.0002561951322200613062248438256664751,0.0004031033778125908810366159075004730
640,0.0001473626250153228390267225013494011,0.0002542096538409066812058424830640610,0.0004015722788562295202325649844134621
645,0.0001478121028776238299663296711382504,0.0002522478993656200314335495493393417,0.0004000600022432438613998792204775921
650,0.0001482567467848783791231474976278181,0.0002503094732557020398670303717647501,0.0003985662200405804189901778693925682
655,0.0001486966232275233332002911939597392,0.0002483939888720156419487757031922935,0.0003970906120995389751490668971520327
660,0.0001491317976025988820075262965378027,0.0002465010682068114366047213341029815,0.0003956328658094103186122476306407842
665,0.0001495623342348662953571265104771773,0.0002446303416262315234924423986559929,0.0003941926758610978188495689091331702
670,0.0001499882963974494670007027745658036,0.0002427814476227743922911294901474717,0.0003927697440202238592918322647132753
675,0.0001504097463320080985591471521153134,0.0002409540325772512424786477771666509,0.0003913637789092593410377949292819643
