trigger,Ko,Rej
2450,0.0008303940869934660011487090044922744550152893471,0.0000118075402165759403053952944398167268358911573
2455,0.0008304200461902344978633515590937370609995364581,0.0000116985501616121557164997438953547991559872624
2460,0.0008304457654381400214097922834876863246761956772,0.0000115905675363321341739467227707804710174756433
2465,0.0008304712469610048538911088064069400527601127911,0.0000114835830038948393603277662381881312505158387
2470,0.0008304964929619436742247340869789063306300201455,0.0000113775873144351369955677609983138039282408528
2475,0.0008305215056235486979353059578179892396900702567,0.0000112725713042428816577646568312400913239119524
2480,0.0008305462871080902911759946401113980713645242441,0.0000111685258949536452158985229655333894983122956
2485,0.0008305708395576980979645388008005289549538625654,0.0000110654420927354973582166628088986494304804959
2490,0.0008305951650945581911862852630169876828499202476,0.0000109633109875171009140786329751954150719281310
2495,0.0008306192658211005266417696110824837666253577743,0.0000108621237521764376231907973685668072889876783
2500,0.0008306431438201775805037298969817886198932258543,0.0000107618716417814711891240106177323049465868724
2505,0.0008306668011552534312647247394793376674082883601,0.0000106625459927997917755328301314337958202217931
2510,0.0008306902398705830842117380815853644579233412224,0.0000105641382223475707463737271684891185545659852
2515,0.0008307134619914037855256005598585619568233256613,0.0000104666398274338389799874630479734442812668799
2520,0.0008307364695240924298199864294400194078609402700,0.0000103700423841970529009493731953854496312372008
2525,0.0008307592644563595765602995636250459678072237262,0.0000102743375471717030130239996859765572387609849
2530,0.0008307818487574222794354783385551019056510959493,0.0000101795170485512415708186965703552558446150551
2535,0.0008308042243781713468261594654693048310914281231,0.0000100855726974601256554764813552573876056611511
2540,0.0008308263932513484921363004782266918836431404605,0.0000099924963792257133861746230170286526809649904
2545,0.0008308483572917124412181068373825590128050077367,0.0000099002800546720295430933770356022735719873523
2550,0.0008308701183962155107055900556280020709719299458,0.0000098089157594109540232116902834230228559561807
2555,0.0008308916784441623240288149307578598038314611709,0.0000097183956031302192113932599767647001970338114
2560,0.00083091303929737405329363915116526981596501554726,0.00000962871176890576871609640618360905237376537810
2565,0.00083093420280036473905643882555811779925345865905,0.00000953985651251982196650971889111805691347452535
2570,0.00083095517078048806059907668128501781751059675920,0.00000945182216176774578226124148350890444220606810
2575,0.00083097594504811328676403055105726089724651083026,0.00000936460111579579495639586988889434351978912208
2580,0.00083099652739676522470157055161091888061426948937,0.00000927818584441129860392219946662677452437017839
2585,0.00083101691960330594095923752223169480590691372779,0.00000919256888744582327973183738105374550905022661
2590,0.00083103712342807035745641850511573156719884793403,0.00000910774285408523660542963397066261268354046859
2595,0.00083105714061503136742709117858060732366831109556,0.00000902370042221460403984227847702520276641882726
2600,0.00083107697289195288144427142908397096294504741391,0.00000894043433779249279898827218899323126216112079
2605,0.00083109662197053673830065059979397028814746229196,0.00000885793741419278803433793194750297487172024112
2610,0.00083111608954657875916689140288597742777884765338,0.00000877620253159437852560810572093202126688966192
2615,0.00083113537730011060347078235303214722968143743453,0.00000869522263633066045633904797261657750318655345
2620,0.00083115448689555838534020791943436591589504961899,0.00000861499074029261106868379519080451522142361977
2625,0.00083117341998187449146640982999875327010530160874,0.00000853549992030803901596424098904659855405017202
2630,0.00083119217819269740435513897769572239218833890360,0.00000845674331752744953536186971715100505377485284
2635,0.00083121076314648184029379708131609591473620630819,0.00000837871413682595182023579071938961861906576565
2640,0.00083122917644665214342265445790270201249132055020,0.00000830140564621217242211637502585127734396743322
2645,0.00083124741968172917158104432704020224423967207077,0.00000822481117622617941860125127545719376993943879
2650,0.00083126549442548926956493007786903152958584268944,0.00000814892411937231694261038664906802341590220164
2655,0.00083128340223708169756727719457351654046877706769,0.00000807373792951353442434885953955661228266951231
2660,0.00083130114466117651216774270008342414284494986482,0.00000799924612132392419289022768453848481647434062
2665,0.00083131872322810422797207934851224972612207649459,0.00000792544226970626279091294620701740270302478057
2670,0.00083133613945397325043650044839861960905687647201,0.00000785232000922533668676607378500723891382387793
2675,0.00083135339484081992783837091648882665538632607339,0.00000777987303355942324085388624500513036847769695
2680,0.00083137049087673856154515914671382515995444705336,0.00000770809509494504522443224621611035665521976109
2685,0.00083138742903599773576866844428640604698263979152,0.00000763698000363122365371307512950583603341149670
2690,0.00083140421077918059875836310261752992762752019696,0.00000756652162732237914760440956161777711338333612
2695,0.00083142083755331332684566397505446509690223437445,0.00000749671389066669961852472415847020510278921288
2700,0.00083143731079198823878291769771734657868340054876,0.00000742755077470173401737904439512418933137370550
2705,0.00083145363191548938721578794122308978105576270485,0.00000735902631634403851416459221513906047112941164
2710,0.00083146980233091939565091877607872476604456344621,0.00000729113460785263202435498810275254870802083870
2715,0.00083148582343232031766281024092326250522098651501,0.00000722386979632177044082163908964957965363840625
2720,0.00083150169660079466453429503984413987655981261917,0.00000715722608316520435962318609496771166923268905
2725,0.00083151742320463202708222017264475551473124566167,0.00000709119772361338848103336979323899314718057961
2730,0.00083153300459941708889970500965332116777938684716,0.00000702577902619595637350031428473410879521579073
2735,0.00083154844212816376876303925161908723206462275475,0.00000696096435227057175059259924144663507175659495
2740,0.00083156373712142302783071427283144673225222228918,0.00000689674811550316975097370393978737059106034220
2745,0.00083157889089739771942103348767361957584699894092,0.00000683312478139344407240375228333359893972621731
2750,0.00083159390476205963150959968611265936539903514748,0.00000677008886678789051432842342166570234550870179
2755,0.00083160878000927039695452187867020110721992131691,0.00000670763493940255274586386645540574938927343634
2760,0.00083162351792088756477860476456015318336221413997,0.00000664575761734953936681523329205989164296035057
2765,0.00083163811976687367156349003644718593430827117558,0.00000658445156865387802842567528801839222791557314
2770,0.00083165258680541626118476489660117419629932580899,0.00000652371151080665084512305983442986623908404169
2775,0.00083166692028303271760094870124425829045599898026,0.00000646353221029370051905541336624751209741581646
2780,0.00083168112143467522965037348953072461081707516554,0.00000640390848213503193369785328333905266465736543
2785,0.00083169519148384939187737295734391621560941105856,0.00000634483518944152441456532867162935145855650773
2790,0.00083170913164270847538734244593069764638413574823,0.00000628630724295526481099871447056473238406246747
2795,0.00083172294311217202686853694816550115664556632320,0.00000622831960061987771945163858088915355921671019
2800,0.00083173662708201581437615574644024943569502446562,0.00000617086726712439344192364956494305285965029722
2805,0.00083175018473099220633046471364443235918055943738,0.00000611394529347915215678907841423829949557535385
2810,0.00083176361722691766763112260418867862514550725856,0.00000605754877657866497252153111288761424746420723
2815,0.000831776925726786038259609062576343100799061335641,0.000006001672858773621500439628395729698351399198587
